det(mulher-2, Essa-1)
p(adoeceu-4, .-11)

root(ROOT-0, Bom-1)
mwe(de-3, depois-2)
mark(contar-4, de-3)
advcl(Bom-1, contar-4)
det(história-6, uma-5)
dobj(contar-4, história-6)
det(pouco-8, um-7)
appos(história-6, pouco-8)
amod(pouco-8, triste-9)
adpmod(pouco-8, sobre-10)
det(saudade-12, a-11)
adpobj(sobre-10, saudade-12)
adpmod(saudade-12, da-13)
adpobj(da-13, periquita-14)
partmod(pouco-8, quero-15)
xcomp(quero-15, ficar-16)
acomp(ficar-16, alegre-17)
cc(quero-15, e-18)
conj(quero-15, alegrar-19)
dobj(alegrar-19, vocês-20)
adpmod(alegrar-19, com-21)
det(história-23, outra-22)
adpobj(com-21, história-23)
p(Bom-1, .-24)

root(ROOT-0, Falarei-1)
adpmod(Falarei-1, sobre-2)
det(coisa-4, uma-3)
adpobj(sobre-2, coisa-4)
advmod(boa-6, muito-5)
amod(coisa-4, boa-6)
p(Falarei-1, :-7)
adpmod(Falarei-1, sobre-8)
det(ilha-10, uma-9)
adpobj(sobre-8, ilha-10)
p(Falarei-1, .-11)

nsubj(gostariam-2, Vocês-1)
root(ROOT-0, gostariam-2)
adpmod(gostariam-2, de-3)
adpcomp(de-3, ter-4)
det(ilha-6, uma-5)
dobj(ter-4, ilha-6)
advmod(para-8, só-7)
adpmod(ilha-6, para-8)
det(um-10, cada-9)
adpobj(para-8, um-10)
adpmod(um-10, de-11)
adpobj(de-11, vocês-12)
cc(para-8, e-13)
conj(para-8, para-14)
det(amigos-17, os-15)
poss(amigos-17, seus-16)
adpobj(para-14, amigos-17)
p(gostariam-2, ?-18)

nsubj(gostaria-2, Eu-1)
root(ROOT-0, gostaria-2)
advmod(gostaria-2, muito-3)
cc(gostaria-2, e-4)
neg(tenho-6, não-5)
conj(gostaria-2, tenho-6)
p(gostaria-2, .-7)

cc(comprou-5, Mas-1)
det(amiga-3, uma-2)
nsubj(comprou-5, amiga-3)
nsubj(comprou-5, minha-4)
root(ROOT-0, comprou-5)
det(ilha-7, uma-6)
dobj(comprou-5, ilha-7)
advmod(comprou-5, só-8)
adpmod(comprou-5, para-9)
adpobj(para-9, ela-10)
cc(comprou-5, e-11)
det(amigos-13, os-12)
nsubj(descansarem-14, amigos-13)
conj(comprou-5, descansarem-14)
p(comprou-5, .-15)

nsubj(sabem-2, Vocês-1)
root(ROOT-0, sabem-2)
advmod(sabem-2, bem-3)
mark(é-5, como-4)
advcl(sabem-2, é-5)
det(ilha-7, uma-6)
attr(é-5, ilha-7)
p(sabem-2, ?-8)

root(ROOT-0, E-1)
det(pedaço-3, um-2)
attr(E-1, pedaço-3)
adpmod(pedaço-3, de-4)
adpobj(de-4, terra-5)
amod(terra-5, cercado-6)
adpmod(terra-5, de-7)
adpobj(de-7, água-8)
adpmod(pedaço-3, por-9)
det(lados-12, todos-10)
det(lados-12, os-11)
adpobj(por-9, lados-12)
p(E-1, .-13)

nsubj(queria-2, Eu-1)
root(ROOT-0, queria-2)
mark(fazer-6, que-3)
nsubj(fazer-6, vocês-4)
aux(fazer-6, fossem-5)
ccomp(queria-2, fazer-6)
nsubj(visita-8, uma-7)
xcomp(fazer-6, visita-8)
adpmod(visita-8, comigo-9)
adpmod(comigo-9, à-10)
adpobj(à-10, ilha-11)
adpmod(ilha-11, de-12)
poss(amiga-14, minha-13)
adpobj(de-12, amiga-14)
p(queria-2, .-15)

nsubj(tomar-3, Vocês-1)
aux(tomar-3, poderiam-2)
root(ROOT-0, tomar-3)
dobj(tomar-3, banho-4)
adpmod(banho-4, de-5)
adpobj(de-5, mar-6)
partmod(banho-4, caçar-7)
dobj(caçar-7, bichos-8)
cc(caçar-7, e-9)
adpmod(dormir-13, de-10)
adpobj(de-10, noite-11)
aux(dormir-13, iam-12)
conj(caçar-7, dormir-13)
adpmod(dormir-13, numa-14)
adpobj(numa-14, rede-15)
p(tomar-3, .-16)

nsubj(ter-4, Vocês-1)
neg(ter-4, não-2)
aux(ter-4, iam-3)
root(ROOT-0, ter-4)
dobj(ter-4, medo-5)
mark(dormir-9, porque-6)
nsubj(dormir-9, eu-7)
aux(dormir-9, ia-8)
advcl(ter-4, dormir-9)
adpmod(dormir-9, no-10)
amod(quarto-12, mesmo-11)
adpobj(no-10, quarto-12)
partmod(ter-4, protegendo-13)
det(menino-15, cada-14)
dobj(protegendo-13, menino-15)
cc(protegendo-13, e-16)
det(menina-18, cada-17)
conj(protegendo-13, menina-18)
p(ter-4, .-19)

adpmod(tem-5, No-1)
adpobj(No-1, mar-2)
adpmod(No-1, dessa-3)
adpobj(dessa-3, ilha-4)
root(ROOT-0, tem-5)
adpmod(tem-5, de-6)
adpobj(de-6, tudo-7)
p(tem-5, :-8)
det(espécies-11, todas-9)
det(espécies-11, as-10)
dobj(tem-5, espécies-11)
adpmod(espécies-11, de-12)
adpobj(de-12, peixes-13)
p(tem-5, .-14)

adpmod(tem-3, Até-1)
adpobj(Até-1, cavalo-marinho-2)
root(ROOT-0, tem-3)
p(tem-3, .-4)

root(ROOT-0, Ver-1)
nsubj(nadar-4, um-2)
aux(nadar-4, cavalo-marinho-3)
infmod(Ver-1, nadar-4)
ccomp(nadar-4, é-5)
acomp(é-5, lindo-6)
p(nadar-4, :-7)
conj(nadar-4, parece-8)
advmod(com-10, até-9)
adpmod(parece-8, com-10)
adpobj(com-10, homens-11)
cc(homens-11, e-12)
conj(homens-11, mulheres-13)
partmod(homens-11, dançando-14)
advmod(dançando-14, devagar-15)
p(Ver-1, .-16)

det(ilha-2, Essa-1)
nsubj(é-3, ilha-2)
root(ROOT-0, é-3)
det(pouco-5, um-4)
attr(é-3, pouco-5)
amod(pouco-5, encantada-6)
p(é-3, .-7)

root(ROOT-0, Por-1)
adpobj(Por-1, quê-2)
p(Por-1, ?-3)

adpmod(sapê-8, Pelo-1)
adpobj(Pelo-1, ar-2)
advmod(novo-4, sempre-3)
amod(ar-2, novo-4)
adpmod(sapê-8, pelo-5)
adpobj(pelo-5, capim-6)
amod(capim-6, chamado-7)
root(ROOT-0, sapê-8)
mark(parece-10, que-9)
ccomp(sapê-8, parece-10)
xcomp(parece-10, cantar-11)
adpmod(cantar-11, ao-12)
adpobj(ao-12, vento-13)
adpmod(cantar-11, pela-14)
adpobj(pela-14, cidade-15)
adpmod(cidade-15, das-16)
adpobj(das-16, borboletas-17)
p(sapê-8, .-18)

poss(amiga-2, Minha-1)
nsubj(estavam-9, amiga-2)
cc(amiga-2, e-3)
det(grupo-5, um-4)
conj(amiga-2, grupo-5)
adpmod(grupo-5, de-6)
adpobj(de-6, amigos-7)
poss(amigos-7, dela-8)
root(ROOT-0, estavam-9)
csubj(estavam-9, explorando-10)
det(ilha-12, a-11)
dobj(explorando-10, ilha-12)
cc(explorando-10, e-13)
adpmod(encontraram-19, no-14)
adpobj(no-14, meio-15)
adpmod(meio-15, de-16)
det(bambual-18, um-17)
adpobj(de-16, bambual-18)
conj(explorando-10, encontraram-19)
det(cidade-21, a-20)
dobj(encontraram-19, cidade-21)
adpmod(cidade-21, das-22)
adpobj(das-22, borboletas-23)
p(estavam-9, .-24)

adpmod(vivem-4, Nessa-1)
adpobj(Nessa-1, clareira-2)
nsubj(vivem-4, elas-3)
root(ROOT-0, vivem-4)
xcomp(vivem-4, voam-5)
amod(voam-7, alto-6)
nsubj(voam-9, voam-7)
amod(voam-7, baixo-8)
xcomp(voam-5, voam-9)
adpmod(voam-9, ao-10)
adpobj(ao-10, redor-11)
adpmod(redor-11, de-12)
adpobj(de-12, nós-13)
p(vivem-4, .-14)

root(ROOT-0, Pequenas-1)
amod(azuis-3, grandes-2)
appos(Pequenas-1, azuis-3)
amod(azuis-3, amarelas-4)
cc(azuis-3, e-5)
adpmod(azuis-3, de-6)
det(cores-9, todas-7)
det(cores-9, as-8)
adpobj(de-6, cores-9)
p(Pequenas-1, .-10)

root(ROOT-0, Parecia-1)
det(bailado-3, um-2)
dobj(Parecia-1, bailado-3)
adpmod(bailado-3, de-4)
adpobj(de-4, borboletas-5)
adpmod(Parecia-1, naquele-6)
adpobj(naquele-6, silêncio-7)
dobj(tem-12, que-8)
advmod(ilha-11, só-9)
det(ilha-11, uma-10)
nsubj(tem-12, ilha-11)
rcmod(silêncio-7, tem-12)
p(Parecia-1, .-13)

det(silêncio-2, O-1)
nsubj(é-5, silêncio-2)
adpmod(silêncio-2, da-3)
adpobj(da-3, ilha-4)
root(ROOT-0, é-5)
det(silêncio-7, um-6)
attr(é-5, silêncio-7)
amod(silêncio-7, diferente-8)
p(é-5, :-9)
auxpass(atravessado-11, é-10)
parataxis(é-5, atravessado-11)
adpmod(atravessado-11, pelos-12)
adpobj(pelos-12, sons-13)
amod(sons-13, característicos-14)
adpmod(sons-13, dos-15)
adpobj(dos-15, habitantes-16)
appos(habitantes-16, animais-17)
cc(animais-17, e-18)
conj(animais-17, vegetai-19)
p(é-5, .-20)

root(ROOT-0, Planta-1)
mark(pegar-5, se-2)
det(gente-4, a-3)
nsubj(pegar-5, gente-4)
advcl(parecem-11, pegar-5)
adpmod(pegar-5, com-6)
adpobj(com-6, jeito-7)
det(folhas-9, as-8)
dobj(pegar-5, folhas-9)
adpmod(folhas-9, delas-10)
ccomp(Planta-1, parecem-11)
xcomp(parecem-11, cantar-12)
p(Planta-1, .-13)

cc(falam-2, E-1)
root(ROOT-0, falam-2)
adpmod(falam-2, com-3)
det(gente-5, a-4)
adpobj(com-3, gente-5)
p(falam-2, .-6)

det(quê-2, O-1)
root(ROOT-0, quê-2)
p(quê-2, ?-3)

root(ROOT-0, Depende-1)
adpmod(Depende-1, de-2)
det(gente-4, a-3)
nsubj(estar-5, gente-4)
adpcomp(de-2, estar-5)
acomp(estar-5, triste-6)
cc(triste-6, ou-7)
conj(triste-6, alegre-8)
adpmod(triste-6, com-9)
adpobj(com-9, fome-10)
adpmod(fome-10, de-11)
adpobj(de-11, beleza-12)
cc(Depende-1, e-13)
conj(Depende-1, de-14)
adpobj(de-14, conversa-15)
p(Depende-1, .-16)

poss(amiga-2, Minha-1)
nsubj(comprou-3, amiga-2)
root(ROOT-0, comprou-3)
det(ilha-5, a-4)
dobj(comprou-3, ilha-5)
adpmod(comprou-3, para-6)
adpcomp(para-6, lá-7)
partmod(comprou-3, morarem-8)
adpmod(morarem-8, durante-9)
det(tempo-11, um-10)
adpobj(durante-9, tempo-11)
appos(tempo-11, crianças-12)
det(pouco-14, um-13)
appos(crianças-12, pouco-14)
amod(pouco-14, tristes-15)
nsubj(conversado-20, que-16)
advmod(conversado-20, ainda-17)
neg(conversado-20, não-18)
aux(conversado-20, tinham-19)
rcmod(pouco-14, conversado-20)
adpmod(conversado-20, com-21)
adpobj(com-21, plantas-22)
cc(plantas-22, e-23)
conj(plantas-22, animais-24)
p(comprou-3, .-25)

det(cavalo-marinho-2, Um-1)
nsubj(recebeu-3, cavalo-marinho-2)
root(ROOT-0, recebeu-3)
poss(amiga-5, minha-4)
dobj(recebeu-3, amiga-5)
adpmod(recebeu-3, no-6)
adpobj(no-6, banho-7)
adpmod(banho-7, de-8)
adpobj(de-8, mar.-9)
p(recebeu-3, .-10)

adpmod(é-6, No-1)
adpobj(No-1, fundo-2)
adpmod(fundo-2, do-3)
adpobj(do-3, mar-4)
advmod(é-6, lá-5)
root(ROOT-0, é-6)
acomp(é-6, azul-7)
cc(é-6, e-8)
adpmod(dando-29, de-9)
det(cores-13, todas-10)
det(cores-13, as-11)
det(cores-13, outras-12)
adpobj(de-9, cores-13)
advmod(por-15, também-14)
adpmod(cores-13, por-15)
adpobj(por-15, causa-16)
adpmod(causa-16, dos-17)
adpobj(dos-17, ouriços-18)
amod(ouriços-18, coloridos-19)
cc(por-15, e-20)
conj(por-15, das-21)
adpobj(das-21, estrelas-do-mar-22)
cc(por-15, e-23)
conj(por-15, pelas-24)
adpobj(pelas-24, algas-25)
nsubj(movem-28, que-26)
prt(movem-28, se-27)
rcmod(algas-25, movem-28)
conj(é-6, dando-29)
det(ondulante-32, esse-30)
amod(ondulante-32, colorido-31)
dobj(dando-29, ondulante-32)
p(é-6, .-33)

nsubj(pensam-2, Vocês-1)
root(ROOT-0, pensam-2)
mark(inventando-5, que-3)
aux(inventando-5, estou-4)
ccomp(pensam-2, inventando-5)
p(pensam-2, ?-6)

cc(acreditam-17, Mas-1)
mark(jurar-4, se-2)
nsubj(jurar-4, eu-3)
advcl(acreditam-17, jurar-4)
adpmod(jurar-4, por-5)
adpobj(por-5, Deus-6)
dep(é-14, que-7)
nsubj(é-14, tudo-8)
nsubj(é-14, o-9)
dobj(contei-11, que-10)
rcmod(o-9, contei-11)
adpmod(contei-11, neste-12)
adpobj(neste-12, livro-13)
rcmod(Deus-6, é-14)
attr(é-14, verdade-15)
nsubj(acreditam-17, vocês-16)
root(ROOT-0, acreditam-17)
p(acreditam-17, ?-18)

det(juro-2, Pois-1)
root(ROOT-0, juro-2)
adpmod(juro-2, por-3)
adpobj(por-3, Deus-4)
dep(é-10, que-5)
nsubj(é-10, tudo-6)
nsubj(é-10, o-7)
nsubj(contei-9, que-8)
rcmod(o-7, contei-9)
rcmod(Deus-4, é-10)
det(verdade-13, a-11)
amod(verdade-13, pura-12)
attr(é-10, verdade-13)
cc(juro-2, e-14)
conj(juro-2, aconteceu-15)
advmod(aconteceu-15, mesmo-16)
p(juro-2, .-17)

nsubj(tenho-2, Eu-1)
root(ROOT-0, tenho-2)
dobj(tenho-2, respeito-3)
adpmod(respeito-3, por-4)
adpobj(por-4, meninos-5)
cc(meninos-5, e-6)
conj(meninos-5, meninas-7)
cc(tenho-2, e-8)
adpmod(engano-12, por-9)
adpobj(por-9, isso-10)
neg(engano-12, não-11)
conj(tenho-2, engano-12)
dobj(engano-12, nenhum-13)
adpmod(nenhum-13, deles-14)
p(tenho-2, .-15)

advmod(obrigada-2, Bem-1)
root(ROOT-0, obrigada-2)
adpmod(obrigada-2, por-3)
aux(acreditado-5, terem-4)
adpcomp(por-3, acreditado-5)
adpmod(acreditado-5, em-6)
adpobj(em-6, mim-7)
p(obrigada-2, .-8)

neg(gosto-2, Não-1)
root(ROOT-0, gosto-2)
adpmod(gosto-2, de-3)
adpcomp(de-3, passar-4)
adpmod(passar-4, por-5)
adpobj(por-5, mentirosa-6)
p(gosto-2, .-7)

advmod(tem-14, Além-1)
adpmod(Além-1, dos-2)
adpobj(dos-2, cardumes-3)
adpmod(cardumes-3, de-4)
adpobj(de-4, peixes-5)
amod(peixes-5, pequenos-6)
cc(pequenos-6, e-7)
conj(pequenos-6, grandes-8)
adpmod(Além-1, no-9)
adpobj(no-9, mar-10)
adpmod(mar-10, da-11)
adpobj(da-11, ilha-12)
advmod(tem-14, também-13)
root(ROOT-0, tem-14)
dobj(tem-14, cardumes-15)
adpmod(cardumes-15, de-16)
adpobj(de-16, botos-17)
cc(botos-17, ou-18)
conj(botos-17, delfins-19)
p(tem-14, :-20)
parataxis(tem-14, parecem-21)
adpmod(parecem-21, com-22)
det(baleia-24, uma-23)
adpobj(com-22, baleia-24)
amod(baleia-24, pequena-25)
p(tem-14, .-26)

det(bichos-2, Os-1)
nsubjpass(pássaros-6, bichos-2)
adpmod(bichos-2, da-3)
adpobj(da-3, terra-4)
auxpass(pássaros-6, são-5)
root(ROOT-0, pássaros-6)
adpmod(pássaros-6, de-7)
det(cores-10, todas-8)
det(cores-10, as-9)
adpobj(de-7, cores-10)
cc(cores-10, e-11)
conj(cores-10, tamanhos-12)
p(pássaros-6, .-13)

advmod(tem-2, Também-1)
root(ROOT-0, tem-2)
adpmod(tem-2, na-3)
adpobj(na-3, ilha-4)
det(cobra-6, muita-5)
dobj(tem-2, cobra-6)
cc(cobra-6, e-7)
advmod(lagarto-9, muito-8)
conj(cobra-6, lagarto-9)
p(tem-2, .-10)

det(casa-2, A-1)
nsubj(fica-5, casa-2)
adpmod(casa-2, da-3)
adpobj(da-3, ilha-4)
root(ROOT-0, fica-5)
adpmod(fica-5, de-6)
adpobj(de-6, portas-7)
cc(portas-7, e-8)
conj(portas-7, janelas-9)
amod(janelas-9, fechadas-10)
adpmod(fica-5, contra-11)
amod(lagartos-13, mosquitos-12)
adpobj(contra-11, lagartos-13)
cc(lagartos-13, e-14)
conj(lagartos-13, cobras-15)
p(fica-5, .-16)

root(ROOT-0, Tem-1)
advmod(Tem-1, também-2)
dobj(Tem-1, manadas-3)
adpmod(manadas-3, de-4)
adpobj(de-4, antas-5)
p(Tem-1, .-6)

det(ilha-2, A-1)
nsubj(é-3, ilha-2)
root(ROOT-0, é-3)
advmod(grande-5, tão-4)
acomp(é-3, grande-5)
mark(conheceu-12, que-6)
det(dona-8, a-7)
nsubj(conheceu-12, dona-8)
poss(dona-8, dela-9)
advmod(conheceu-12, ainda-10)
neg(conheceu-12, não-11)
csubj(é-3, conheceu-12)
dobj(conheceu-12, tudo-13)
p(é-3, .-14)

cc(tem-2, E-1)
root(ROOT-0, tem-2)
det(parte-4, uma-3)
dobj(tem-2, parte-4)
amod(parte-4, selvagem-5)
nsubjpass(explorada-9, que-6)
advmod(explorada-9, nunca-7)
auxpass(explorada-9, foi-8)
rcmod(parte-4, explorada-9)
p(tem-2, .-10)

det(parte-2, A-1)
nsubj(são-4, parte-2)
amod(parte-2, encantada-3)
root(ROOT-0, são-4)
det(brinquedos-6, os-5)
attr(são-4, brinquedos-6)
adpmod(brinquedos-6, no-7)
adpobj(no-7, mar-8)
adpmod(mar-8, de-9)
adpobj(de-9, noite-10)
p(brinquedos-6, :-11)
adpmod(brinquedos-6, desde-12)
det(pesca-14, a-13)
adpobj(desde-12, pesca-14)
adpmod(pesca-14, com-15)
adpobj(com-15, luz-16)
adpmod(luz-16, de-17)
adpobj(de-17, lanterna-18)
adpmod(brinquedos-6, até-19)
det(mergulho-21, o-20)
adpobj(até-19, mergulho-21)
amod(mergulho-21, todo-22)
partmod(mergulho-21, iluminado-23)
adpmod(iluminado-23, pela-24)
adpobj(pela-24, fosforescência-25)
adpmod(fosforescência-25, das-26)
adpobj(das-26, plantas-27)
adpmod(plantas-27, do-28)
adpobj(do-28, mar.-29)
p(são-4, .-30)

root(ROOT-0, Peçam-1)
adpmod(Peçam-1, à-2)
adpobj(à-2, gente-3)
amod(gente-3, grande-4)
mark(explicar-6, para-5)
advcl(Peçam-1, explicar-6)
dobj(explicar-6, o-7)
nsubj(é-9, que-8)
rcmod(o-7, é-9)
attr(é-9, fosforescência-10)
p(Peçam-1, .-11)

det(frutas-2, As-1)
nsubj(são-3, frutas-2)
root(ROOT-0, são-3)
amod(caju-5, jaca-4)
attr(são-3, caju-5)
partmod(caju-5, cajá-6)
amod(bananas-8, graviola-7)
dobj(cajá-6, bananas-8)
p(são-3, .-9)

cc(caem-5, E-1)
adpmod(caem-5, dos-2)
adpobj(dos-2, coqueiros-3)
amod(coqueiros-3, altíssimos-4)
root(ROOT-0, caem-5)
dobj(caem-5, cocos-6)
adpmod(cocos-6, à-7)
adpobj(à-7, beca-8)
advmod(em-10, até-9)
adpmod(caem-5, em-10)
adpobj(em-10, cima-11)
adpmod(cima-11, da-12)
adpobj(da-12, gente-13)
mark(toma-17, se-14)
neg(toma-17, não-15)
prt(toma-17, se-16)
advcl(caem-5, toma-17)
dobj(toma-17, cuidado-18)
p(caem-5, .-19)

root(ROOT-0, Tem-1)
advmod(Tem-1, também-2)
dobj(Tem-1, goiabas-3)
adpmod(goiabas-3, das-4)
amod(escarlates-10, brancas-5)
cc(brancas-5, e-6)
conj(brancas-5, vermelhas-7)
cc(brancas-5, e-8)
conj(brancas-5, pitangas-9)
adpobj(das-4, escarlates-10)
p(Tem-1, .-11)

det(água-2, A-1)
nsubjpass(canalizada-6, água-2)
adpmod(água-2, para-3)
adpcomp(para-3, beber-4)
auxpass(canalizada-6, foi-5)
root(ROOT-0, canalizada-6)
adpmod(canalizada-6, com-7)
det(bambus-9, os-8)
adpobj(com-7, bambus-9)
amod(bambus-9, enormes-10)
adpmod(bambus-9, da-11)
adpobj(da-11, ilha-12)
p(canalizada-6, .-13)

root(ROOT-0, É-1)
det(ilha-3, uma-2)
attr(É-1, ilha-3)
advmod(encantada-5, tão-4)
amod(ilha-3, encantada-5)
mark(teria-8, que-6)
nsubj(teria-8, eu-7)
rcmod(ilha-3, teria-8)
dobj(teria-8, medo-9)
adpmod(medo-9, de-10)
adpcomp(de-10, ficar-11)
acomp(ficar-11, sozinha-12)
adpmod(sozinha-12, de-13)
adpobj(de-13, noite-14)
adpmod(ficar-11, na-15)
poss(rede-17, minha-16)
adpobj(na-15, rede-17)
p(É-1, .-18)

adpmod(tem-3, Nessa-1)
adpobj(Nessa-1, ilha-2)
root(ROOT-0, tem-3)
det(espécies-6, todas-4)
det(espécies-6, as-5)
dobj(tem-3, espécies-6)
adpmod(espécies-6, de-7)
adpobj(de-7, árvores-8)
appos(árvores-8, plantas-9)
appos(plantas-9, frutas-10)
cc(frutas-10, e-11)
conj(frutas-10, flores-12)
p(tem-3, .-13)

nsubj(é-6, Morar-1)
adpmod(Morar-1, numa-2)
adpobj(numa-2, ilha-3)
adpmod(Morar-1, para-4)
adpcomp(para-4, sempre-5)
root(ROOT-0, é-6)
acomp(é-6, triste-7)
mark(quer-12, porque-8)
det(gente-10, a-9)
nsubj(quer-12, gente-10)
neg(quer-12, não-11)
advcl(é-6, quer-12)
dobj(separar-14, se-13)
xcomp(quer-12, separar-14)
adpmod(separar-14, da-15)
adpobj(da-15, família-16)
cc(da-15, e-17)
conj(da-15, dos-18)
adpobj(dos-18, amigos-19)
p(é-6, .-20)

cc(precisamos-3, Mas-1)
neg(precisamos-3, não-2)
root(ROOT-0, precisamos-3)
xcomp(precisamos-3, morar-4)
advmod(morar-4, lá-5)
p(precisamos-3, .-6)

root(ROOT-0, Basta-1)
xcomp(Basta-1, passar-2)
dobj(passar-2, sábado-3)
cc(sábado-3, e-4)
conj(sábado-3, domingo-5)
p(Basta-1, .-6)

nsubj(deixar-3, Bem-1)
aux(deixar-3, vamos-2)
root(ROOT-0, deixar-3)
det(ilha-5, a-4)
dobj(deixar-3, ilha-5)
adpmod(deixar-3, em-6)
adpobj(em-6, paz-7)
cc(deixar-3, e-8)
conj(deixar-3, voltar-9)
adpmod(voltar-9, para-10)
det(bichos-12, os-11)
adpobj(para-10, bichos-12)
p(deixar-3, .-13)

nsubj(tenho-2, Eu-1)
root(ROOT-0, tenho-2)
det(amiga-4, uma-3)
dobj(tenho-2, amiga-4)
nsubj(tem-6, que-5)
rcmod(amiga-4, tem-6)
det(cachorro-8, um-7)
dobj(tem-6, cachorro-8)
nsubj(late-10, que-9)
rcmod(cachorro-8, late-10)
advmod(late-10, tanto-11)
cc(late-10, e-12)
advmod(alto-14, tão-13)
conj(late-10, alto-14)
mark(deu-18, que-15)
advmod(deu-18, já-16)
iobj(deu-18, me-17)
ccomp(late-10, deu-18)
dobj(deu-18, vontade-19)
adpmod(vontade-19, de-20)
adpobj(de-20, latir-21)
adpmod(latir-21, de-22)
adpobj(de-22, volta-23)
p(tenho-2, .-24)

nsubj(fico-2, Eu-1)
root(ROOT-0, fico-2)
advmod(ofendida-4, muito-3)
acomp(fico-2, ofendida-4)
mark(tem-8, quando-5)
det(bicho-7, um-6)
nsubj(tem-8, bicho-7)
advcl(ofendida-4, tem-8)
dobj(tem-8, medo-9)
adpmod(medo-9, de-10)
adpobj(de-10, mim-11)
mark(sou-13, pois-12)
advcl(tem-8, sou-13)
acomp(sou-13, corajosa-14)
cc(tem-8, e-15)
conj(tem-8, protejo-16)
det(animais-18, os-17)
dobj(protejo-16, animais-18)
p(fico-2, .-19)

root(ROOT-0, Quem-1)
adpmod(Quem-1, de-2)
nsubj(tiver-4, vocês-3)
adpcomp(de-2, tiver-4)
dobj(tiver-4, medo-5)
nsubj(cuido-7, eu-6)
rcmod(medo-5, cuido-7)
cc(cuido-7, e-8)
conj(cuido-7, consolo-9)
p(Quem-1, .-10)

mark(sei-2, Porque-1)
root(ROOT-0, sei-2)
dobj(sei-2, o-3)
nsubj(é-5, que-4)
rcmod(o-3, é-5)
det(medo-7, o-6)
attr(é-5, medo-7)
dobj(têm-11, que-8)
det(crianças-10, as-9)
nsubj(têm-11, crianças-10)
rcmod(medo-7, têm-11)
mark(fui-14, porque-12)
advmod(fui-14, já-13)
advcl(têm-11, fui-14)
attr(fui-14, criança-15)
p(sei-2, .-16)

adpmod(tenho-4, Até-1)
adpcomp(Até-1, hoje-2)
advmod(tenho-4, ainda-3)
root(ROOT-0, tenho-4)
dobj(tenho-4, medo-5)
adpmod(medo-5, de-6)
amod(coisas-8, certas-7)
adpobj(de-6, coisas-8)
p(tenho-4, .-9)

det(amiga-2, Outra-1)
nsubj(tinha-3, amiga-2)
root(ROOT-0, tinha-3)
det(cadela-5, uma-4)
dobj(tinha-3, cadela-5)
partmod(cadela-5, chamada-6)
dobj(chamada-6, Bolinha-7)
p(tinha-3, .-8)

nsubj(era-2, Ela-1)
root(ROOT-0, era-2)
advmod(normal-4, muito-3)
acomp(era-2, normal-4)
advmod(normal-6, mais-5)
amod(normal-4, normal-6)
adpmod(era-2, que-7)
det(gente-9, muita-8)
adpobj(que-7, gente-9)
amod(gente-9, humana-10)
cc(gente-9, e-11)
conj(gente-9, que-12)
det(cachorros-14, muitos-13)
adpobj(que-12, cachorros-14)
p(gente-9, .-15)

root(ROOT-0, Era-1)
det(mãe-3, uma-2)
attr(Era-1, mãe-3)
amod(mãe-3, perfeita-4)
p(Era-1, .-5)

root(ROOT-0, Cuidava-1)
amod(Cuidava-1, sozinha-2)
adpmod(sozinha-2, dos-3)
adpobj(dos-3, filhotes-4)
cc(Cuidava-1, e-5)
conj(Cuidava-1, lambia-6)
dobj(lambia-6, eles-7)
adpmod(lambia-6, em-8)
adpobj(em-8, lugar-9)
adpmod(lugar-9, de-10)
adpcomp(de-10, dar-11)
dobj(dar-11, banho-12)
p(Cuidava-1, .-13)

mark(chegava-4, Quando-1)
poss(amiga-3, minha-2)
nsubj(chegava-4, amiga-3)
root(ROOT-0, chegava-4)
advmod(empurrava-6, perto-5)
partmod(chegava-4, empurrava-6)
det(filhotes-8, os-7)
dobj(empurrava-6, filhotes-8)
adpmod(empurrava-6, com-9)
det(focinho-11, o-10)
adpobj(com-9, focinho-11)
adpmod(focinho-11, para-12)
adpobj(para-12, apresenta-los-13)
p(chegava-4, .-14)

nsubj(ensinava-2, Bolinha-1)
root(ROOT-0, ensinava-2)
det(filhos-4, os-3)
dobj(ensinava-2, filhos-4)
adpmod(ensinava-2, a-5)
adpcomp(a-5, correr-6)
cc(ensinava-2, e-7)
det(brincar-9, a-8)
conj(ensinava-2, brincar-9)
p(ensinava-2, .-10)

root(ROOT-0, Era-1)
advmod(sensível-3, muito-2)
acomp(Era-1, sensível-3)
cc(Era-1, e-4)
det(pouco-6, um-5)
conj(Era-1, pouco-6)
amod(pouco-6, nervosa-7)
p(Era-1, .-8)

root(ROOT-0, Percebia-1)
advmod(Percebia-1, longe-2)
det(chegada-4, a-3)
dobj(Percebia-1, chegada-4)
adpmod(chegada-4, de-5)
adpobj(de-5, pessoas-6)
p(Percebia-1, .-7)

mark(estavam-4, Quando-1)
det(pessoas-3, as-2)
nsubj(estavam-4, pessoas-3)
root(ROOT-0, estavam-4)
acomp(estavam-4, zangadas-5)
cc(estavam-4, ou-6)
nsubj(fazia-8, ela-7)
conj(estavam-4, fazia-8)
det(coisa-10, alguma-9)
nsubj(encostava-se-12, coisa-10)
amod(coisa-10, errada-11)
xcomp(fazia-8, encostava-se-12)
adpmod(encostava-se-12, contra-13)
det(parede-15, a-14)
adpobj(contra-13, parede-15)
