nsubj(era-2, Ele-1)
root(ROOT-0, sei-2)
nsubj(sei-2, eu-3)
p(sei-2, ?-4)

root(ROOT-0, Escutei-os-1)
advmod(duas-4, cerca-2)
adp(cerca-2, de-3)
num(horas-5, duas-4)
nmod(Escutei-os-1, horas-5)
p(Escutei-os-1, .-6)

poss(olhos-2, Meus-1)
nsubj(doíam-4, olhos-2)
amod(olhos-2, fixos-3)
root(ROOT-0, doíam-4)
cc(doíam-4, e-5)
det(pernas-7, minhas-6)
nsubj(ficaram-10, pernas-7)
adpmod(pernas-7, na-8)
adpobj(na-8, imobilidade-9)
conj(doíam-4, ficaram-10)
acomp(ficaram-10, dormentes-11)
p(doíam-4, .-12)

cc(olhou-me-3, Quando-1)
compmod(olhou-me-3, Daniel-2)
root(ROOT-0, olhou-me-3)
p(olhou-me-3, .-4)

root(ROOT-0, Disse-me-1)
advmod(tarde-3, mais-2)
advmod(Disse-me-1, tarde-3)
adpmod(Disse-me-1, que-4)
det(gargalhada-6, a-5)
adpobj(que-4, gargalhada-6)
nsubj(deu-8, que-7)
rcmod(gargalhada-6, deu-8)
cc(deu-8, e-9)
mark(feriu-13, que-10)
advmod(feriu-13, tanto-11)
iobj(feriu-13, me-12)
conj(deu-8, feriu-13)
det(ponto-15, a-14)
dobj(feriu-13, ponto-15)
adpmod(ponto-15, de-16)
dobj(fazer-18, me-17)
adpcomp(de-16, fazer-18)
ccomp(fazer-18, chorar-19)
advmod(causada-21, fora-20)
partmod(chorar-19, causada-21)
adp(exaltação-23, pela-22)
adpmod(causada-21, exaltação-23)
adpmod(achava-27, em-24)
adpobj(em-24, que-25)
prt(achava-27, se-26)
rcmod(causada-21, achava-27)
advcl(achava-27, há-28)
dobj(há-28, dias-29)
cc(dias-29, e-30)
advmod(pelo-32, sobretudo-31)
conj(dias-29, pelo-32)
poss(aspecto-35, meu-33)
amod(aspecto-35, lamentável-34)
adpobj(pelo-32, aspecto-35)
p(gargalhada-6, .-36)

poss(boca-2, Minha-1)
nsubj(aberta-4, boca-2)
advmod(aberta-4, estupidamente-3)
root(ROOT-0, aberta-4)
poss(olhos-6, meus-5)
nsubj(atestando-8, olhos-6)
amod(olhos-6, tolos-7)
ccomp(aberta-4, atestando-8)
poss(ingenuidade-10, minha-9)
dobj(atestando-8, ingenuidade-10)
adpmod(ingenuidade-10, de-11)
adpobj(de-11, animal-12)
p(aberta-4, .-13)

root(ROOT-0, Era-1)
advmod(Era-1, assim-2)
mark(falava-5, que-3)
nsubj(falava-5, Daniel-4)
csubj(Era-1, falava-5)
adpmod(falava-5, comigo-6)
p(Era-1, .-7)

root(ROOT-0, Arranhando-me-1)
adpmod(Arranhando-me-1, com-2)
adpobj(com-2, frases-3)
nsubj(saíam-6, que-4)
iobj(saíam-6, lhe-5)
rcmod(frases-3, saíam-6)
acomp(saíam-6, fáceis-7)
cc(fáceis-7, e-8)
conj(fáceis-7, incolores-9)
cc(saíam-6, mas-10)
mark(cravavam-15, que-11)
adpmod(cravavam-15, em-12)
adpobj(em-12, mim-13)
prt(cravavam-15, se-14)
conj(saíam-6, cravavam-15)
acomp(cravavam-15, rápidas-16)
cc(rápidas-16, e-17)
conj(rápidas-16, agudas-18)
adpmod(rápidas-16, para-19)
adpcomp(para-19, sempre-20)
p(Arranhando-me-1, .-21)

cc(conheci-3, E-1)
advmod(conheci-3, assim-2)
root(ROOT-0, conheci-3)
dobj(conheci-3, Daniel-4)
p(conheci-3, .-5)

neg(recordo-3, Não-1)
dobj(recordo-3, me-2)
root(ROOT-0, recordo-3)
adpmod(recordo-3, dos-4)
adpobj(dos-4, detalhes-5)
nsubj(aproximaram-8, que-6)
dobj(aproximaram-8, nos-7)
rcmod(detalhes-5, aproximaram-8)
p(recordo-3, .-9)

root(ROOT-0, Sei-1)
advmod(Sei-1, apenas-2)
mark(fui-4, que-3)
ccomp(Sei-1, fui-4)
attr(fui-4, eu-5)
nsubj(procurei-8, que-6)
dobj(procurei-8, o-7)
rcmod(eu-5, procurei-8)
p(Sei-1, .-9)

cc(sei-2, E-1)
root(ROOT-0, sei-2)
mark(apoderou-6, que-3)
nsubj(apoderou-6, Daniel-4)
dobj(apoderou-6, se-5)
ccomp(sei-2, apoderou-6)
advmod(apoderou-6, progressivamente-7)
adpmod(progressivamente-7, de-8)
adpobj(de-8, mim-9)
p(sei-2, .-10)

nsubj(considerava-3, Ele-1)
dobj(considerava-3, me-2)
root(ROOT-0, considerava-3)
adpmod(considerava-3, com-4)
adpobj(com-4, indiferença-5)
cc(indiferença-5, e-6)
conj(indiferença-5, eu-7)
dobj(imaginava-9, o-8)
ccomp(considerava-3, imaginava-9)
advmod(inclinado-13, jamais-10)
aux(inclinado-13, teria-11)
prt(inclinado-13, se-12)
partmod(imaginava-9, inclinado-13)
adpmod(inclinado-13, à-14)
poss(pessoa-16, minha-15)
adpobj(à-14, pessoa-16)
mark(achasse-20, se-17)
neg(achasse-20, não-18)
dobj(achasse-20, me-19)
advcl(inclinado-13, achasse-20)
acomp(achasse-20, curiosa-21)
cc(curiosa-21, e-22)
conj(curiosa-21, divertida-23)
p(considerava-3, .-24)

poss(atitude-2, Minha-1)
nsubj(era-7, atitude-2)
adpmod(atitude-2, de-3)
adpobj(de-3, humildade-4)
advmod(atitude-2, diante-5)
adpmod(diante-5, dele-6)
root(ROOT-0, era-7)
det(agradecimento-10, o-8)
poss(agradecimento-10, meu-9)
attr(era-7, agradecimento-10)
adpmod(agradecimento-10, ao-11)
poss(favor-13, seu-12)
adpobj(ao-11, favor-13)
p(era-7, .-14)

mark(admirava-4, Como-1)
nsubj(admirava-4, eu-2)
dobj(admirava-4, o-3)
root(ROOT-0, admirava-4)
p(admirava-4, .-5)

advmod(sofria-3, Quanto-1)
advmod(sofria-3, mais-2)
root(ROOT-0, sofria-3)
det(desprezo-6, o-4)
poss(desprezo-6, seu-5)
dobj(sofria-3, desprezo-6)
advmod(mais-8, tanto-7)
advmod(cosiderava-11, mais-8)
nsubj(cosiderava-11, eu-9)
dobj(cosiderava-11, o-10)
ccomp(sofria-3, cosiderava-11)
amod(separava-16, superior-12)
advmod(mais-14, tanto-13)
advmod(separava-16, mais-14)
det(separava-16, o-15)
dobj(cosiderava-11, separava-16)
adpmod(separava-16, dos-17)
adpobj(dos-17, outros-18)
p(sofria-3, .-19)

compmod(compreendo-o-2, Hoje-1)
root(ROOT-0, compreendo-o-2)
p(compreendo-o-2, .-3)

nsubj(perdoo-3, Tudo-1)
iobj(perdoo-3, lhe-2)
root(ROOT-0, perdoo-3)
nsubj(perdoo-5, tudo-4)
ccomp(perdoo-3, perdoo-5)
mwe(que-7, aos-6)
mark(sabem-9, que-7)
neg(sabem-9, não-8)
advcl(perdoo-5, sabem-9)
dobj(prender-11, se-10)
xcomp(sabem-9, prender-11)
mwe(que-13, aos-12)
mark(fazem-15, que-13)
prt(fazem-15, se-14)
advcl(sabem-9, fazem-15)
dobj(fazem-15, perguntas-16)
p(perdoo-3, .-17)

mwe(que-2, Aos-1)
mark(procuram-3, que-2)
root(ROOT-0, procuram-3)
dobj(procuram-3, motivos-4)
mark(viver-6, para-5)
advcl(procuram-3, viver-6)
adpmod(viver-6, como-7)
mark(justificasse-16, se-8)
det(vida-10, a-9)
nsubj(justificasse-16, vida-10)
adpmod(vida-10, por-11)
adpobj(por-11, si-12)
amod(si-12, mesma-13)
neg(justificasse-16, não-14)
prt(justificasse-16, se-15)
adpcomp(como-7, justificasse-16)
p(procuram-3, .-17)

root(ROOT-0, Conheci-1)
advmod(tarde-3, mais-2)
advmod(Conheci-1, tarde-3)
det(Daniel-6, o-4)
amod(Daniel-6, verdadeiro-5)
nsubj(Conheci-1, Daniel-6)
det(o-9, o-7)
amod(o-9, doente-8)
appos(Daniel-6, o-9)
nsubj(existia-12, que-10)
advmod(existia-12, só-11)
rcmod(o-9, existia-12)
partmod(existia-12, embora-13)
adpmod(embora-13, em-14)
amod(clarão-16, perpétuo-15)
adpobj(em-14, clarão-16)
adpcomp(em-14, dentro-17)
adpmod(dentro-17, de-18)
adpobj(de-18, si-19)
amod(si-19, próprio-20)
p(Conheci-1, .-21)

mark(voltava-3, Quando-1)
prt(voltava-3, se-2)
advcl(descobria-17, voltava-3)
adpmod(voltava-3, para-4)
det(mundo-6, o-5)
adpobj(para-4, mundo-6)
advmod(tateante-8, já-7)
amod(mundo-6, tateante-8)
cc(tateante-8, e-9)
conj(tateante-8, apagado-10)
appos(mundo-6, percebia-se-11)
adpmod(percebia-se-11, sem-12)
adpobj(sem-12, apoio-13)
cc(apoio-13, e-14)
amod(perplexo-16, amargo-15)
conj(apoio-13, perplexo-16)
root(ROOT-0, descobria-17)
mark(sabia-20, que-18)
advmod(sabia-20, apenas-19)
ccomp(descobria-17, sabia-20)
xcomp(sabia-20, pensar-21)
p(descobria-17, .-22)

root(ROOT-0, Dos-1)
nsubj(possuem-3, que-2)
rcmod(Dos-1, possuem-3)
det(terra-5, a-4)
dobj(possuem-3, terra-5)
adpmod(possuem-3, num-6)
adpobj(num-6, segundo-7)
det(olhos-9, os-8)
dobj(possuem-3, olhos-9)
amod(olhos-9, fechados-10)
p(Dos-1, .-11)

root(ROOT-0, Aquele-1)
poss(poder-3, seu-2)
dobj(Aquele-1, poder-3)
adpmod(poder-3, de-4)
adpcomp(de-4, esgotar-5)
det(coisas-7, as-6)
dobj(esgotar-5, coisas-7)
mwe(de-9, antes-8)
adpmod(poder-3, de-9)
adpobj(de-9, tê-las-10)
det(previsão-13, aquela-11)
poss(previsão-13, sua-12)
conj(poder-3, previsão-13)
amod(previsão-13, clara-14)
adpmod(previsão-13, do-15)
adpcomp(do-15, depois-16)
p(Aquele-1, .-17)

mwe(de-2, Antes-1)
mark(iniciar-3, de-2)
advcl(degustava-11, iniciar-3)
det(passo-6, o-4)
amod(passo-6, primeiro-5)
dobj(iniciar-3, passo-6)
adpmod(passo-6, para-7)
det(ação-9, a-8)
adpobj(para-7, ação-9)
advmod(degustava-11, já-10)
root(ROOT-0, degustava-11)
det(saturação-13, a-12)
dobj(degustava-11, saturação-13)
cc(saturação-13, e-14)
det(tristeza-16, a-15)
conj(saturação-13, tristeza-16)
nsubj(seguem-18, que-17)
rcmod(saturação-13, seguem-18)
det(vitórias-20, as-19)
dobj(seguem-18, vitórias-20)
p(degustava-11, .-21)

mwe(como-2, E-1)
root(ROOT-0, como-2)
adpmod(como-2, a-3)
dobj(compensar-5, se-4)
adpcomp(a-3, compensar-5)
adpmod(compensar-5, dessa-6)
adpobj(dessa-6, impossibilidade-7)
adpmod(impossibilidade-7, de-8)
adpcomp(de-8, realizar-9)
dobj(realizar-9, ele-10)
det(alma-12, cuja-11)
dobj(realizar-9, alma-12)
advmod(ansiava-14, tanto-13)
infmod(alma-12, ansiava-14)
mark(expandir-17, por-15)
dobj(expandir-17, se-16)
advcl(ansiava-14, expandir-17)
xcomp(expandir-17, inventara-18)
det(caminho-20, outro-19)
dobj(inventara-18, caminho-20)
advmod(coubesse-24, onde-21)
poss(inatividade-23, sua-22)
nsubj(coubesse-24, inatividade-23)
rcmod(caminho-20, coubesse-24)
advmod(estender-se-27, onde-25)
aux(estender-se-27, pudesse-26)
ccomp(coubesse-24, estender-se-27)
cc(estender-se-27, e-28)
conj(estender-se-27, justificar-se-29)
p(como-2, .-30)

nsubj(repetia-2, Realizar-se-1)
root(ROOT-0, repetia-2)
adpmod(repetia-2, eis-3)
det(objetivo-9, o-4)
advmod(alto-6, mais-5)
amod(objetivo-9, alto-6)
cc(alto-6, e-7)
conj(alto-6, nobre-8)
adpobj(eis-3, objetivo-9)
amod(objetivo-9, humano-10)
p(repetia-2, .-11)

det(seria-2, Realizar-se-1)
root(ROOT-0, seria-2)
csubj(seria-2, abandonar-3)
det(posse-5, a-4)
dobj(abandonar-3, posse-5)
cc(posse-5, e-6)
det(realização-8, a-7)
conj(posse-5, realização-8)
adpmod(realização-8, de-9)
adpobj(de-9, coisas-10)
mark(desenvolver-16, para-11)
aux(desenvolver-16, possuir-se-12)
adp(si-14, a-13)
nsubj(desenvolver-16, si-14)
advmod(desenvolver-16, mesmo-15)
advcl(abandonar-3, desenvolver-16)
poss(elementos-19, seus-17)
amod(elementos-19, próprios-18)
dobj(desenvolver-16, elementos-19)
partmod(elementos-19, crescer-20)
advmod(crescer-20, dentro-21)
adpmod(dentro-21, de-22)
poss(contornos-24, seus-23)
adpobj(de-22, contornos-24)
p(seria-2, .-25)

root(ROOT-0, Fazer-1)
poss(música-3, sua-2)
dobj(Fazer-1, música-3)
cc(Fazer-1, e-4)
nsubj(ouvi-la-7, ele-5)
advmod(ouvi-la-7, mesmo-6)
conj(Fazer-1, ouvi-la-7)
p(Fazer-1, .-8)

mark(necessitasse-3, Como-1)
dobj(necessitasse-3, se-2)
root(ROOT-0, necessitasse-3)
adpmod(necessitasse-3, de-4)
det(programa-6, tal-5)
adpobj(de-4, programa-6)
p(necessitasse-3, .-7)

root(ROOT-0, Tudo-1)
adpmod(Tudo-1, nele-2)
adpcomp(nele-2, atingia-3)
advmod(atingia-3, naturalmente-4)
det(máximo-6, o-5)
dobj(atingia-3, máximo-6)
neg(na-8, não-7)
adpmod(máximo-6, na-8)
adpobj(na-8, objetivação-9)
cc(na-8, mas-10)
conj(na-8, num-11)
adpobj(num-11, estado-12)
adpmod(estado-12, de-13)
adpobj(de-13, capacidade-14)
adpmod(capacidade-14, de-15)
adpobj(de-15, exaltação-16)
adpmod(exaltação-16, de-17)
adpobj(de-17, forças-18)
adpmod(forças-18, de-19)
mark(beneficiava-23, que-20)
nsubj(beneficiava-23, ninguém-21)
dobj(beneficiava-23, se-22)
adpcomp(de-19, beneficiava-23)
cc(beneficiava-23, e-24)
mark(era-26, que-25)
conj(beneficiava-23, era-26)
adpmod(era-26, por-27)
det(além-29, todos-28)
adpobj(por-27, além-29)
adpmod(além-29, dele-30)
partmod(além-29, ignorado-31)
p(Tudo-1, .-32)

cc(era-4, E-1)
det(estado-3, esse-2)
nsubj(era-4, estado-3)
root(ROOT-0, era-4)
det(auge-7, o-5)
poss(auge-7, seu-6)
attr(era-4, auge-7)
p(era-4, .-8)

root(ROOT-0, Assemelhava-se-1)
mwe(que-3, ao-2)
mark(precederia-4, que-3)
advcl(Assemelhava-se-1, precederia-4)
det(realização-6, uma-5)
dobj(precederia-4, realização-6)
cc(realização-6, e-7)
nsubj(ardia-9, ele-8)
conj(realização-6, ardia-9)
adpmod(ardia-9, por-10)
adpobj(por-10, alcançá-lo-11)
nsubj(sofria-15, sentindo-se-12)
advmod(sofria-15, quanto-13)
advmod(sofria-15, mais-14)
ccomp(ardia-9, sofria-15)
advmod(vivo-17, mais-16)
xcomp(sofria-15, vivo-17)
det(castigado-19, mais-18)
appos(vivo-17, castigado-19)
advmod(satisfeito-21, quase-20)
amod(castigado-19, satisfeito-21)
p(Assemelhava-se-1, .-22)

root(ROOT-0, Era-1)
det(dor-3, a-2)
attr(Era-1, dor-3)
adpmod(dor-3, da-4)
adpobj(da-4, criação-5)
adpmod(criação-5, sem-6)
det(criação-8, a-7)
adpobj(sem-6, criação-8)
partmod(Era-1, embora-9)
p(Era-1, .-10)

mark(restava-10, Porque-1)
mark(diluía-5, quando-2)
nsubj(diluía-5, tudo-3)
dobj(diluía-5, se-4)
advcl(restava-10, diluía-5)
advmod(diluía-5, apenas-6)
adpmod(diluía-5, na-7)
poss(memória-9, sua-8)
adpobj(na-7, memória-9)
root(ROOT-0, restava-10)
det(vestígio-12, algum-11)
dobj(restava-10, vestígio-12)
p(restava-10, .-13)

neg(concedia-3, Nunca-1)
prt(concedia-3, se-2)
root(ROOT-0, concedia-3)
amod(repouso-5, longo-4)
dobj(concedia-3, repouso-5)
mwe(da-7, apesar-6)
adpmod(concedia-3, da-7)
adpobj(da-7, esterilidade-8)
adpmod(esterilidade-8, dessa-9)
adpobj(dessa-9, luta-10)
cc(concedia-3, e-11)
conj(concedia-3, por-12)
det(extenuante-14, mais-13)
adpobj(por-12, extenuante-14)
nsubj(fosse-16, que-15)
rcmod(extenuante-14, fosse-16)
p(concedia-3, .-17)

adpmod(farejando-11, Em-1)
adpcomp(Em-1, breve-2)
adpmod(breve-2, de-3)
amod(girava-5, novo-4)
adpobj(de-3, girava-5)
adpmod(breve-2, em-6)
adpobj(em-6, torno-7)
adpmod(torno-7, de-8)
adpobj(de-8, si-9)
advmod(breve-2, mesmo-10)
root(ROOT-0, farejando-11)
poss(desejos-13, seus-12)
dobj(farejando-11, desejos-13)
appos(desejos-13, nascentes-14)
appos(nascentes-14, adensando-os-15)
adpmod(nascentes-14, até-16)
adpobj(até-16, elevá-los-17)
adpmod(elevá-los-17, a-18)
num(ponto-20, um-19)
adpobj(a-18, ponto-20)
adpmod(ponto-20, de-21)
adpobj(de-21, crise-22)
p(farejando-11, .-23)

mark(conseguia-3, Quando-1)
nsubj(conseguia-3, o-2)
root(ROOT-0, conseguia-3)
xcomp(conseguia-3, vibrava-4)
adpmod(vibrava-4, no-5)
adpobj(no-5, ódio-6)
adpmod(vibrava-4, na-7)
adpobj(na-7, beleza-8)
cc(na-7, ou-9)
conj(na-7, no-10)
adpobj(no-10, amor-11)
cc(vibrava-4, e-12)
conj(vibrava-4, sentia-se-13)
advmod(pago-15, quase-14)
amod(sentia-se-13, pago-15)
p(conseguia-3, .-16)

nsubj(servia-lhe-2, Tudo-1)
root(ROOT-0, servia-lhe-2)
adpmod(servia-lhe-2, de-3)
adpobj(de-3, partida-4)
p(servia-lhe-2, .-5)

det(pássaro-2, Um-1)
root(ROOT-0, pássaro-2)
nsubj(voava-4, que-3)
rcmod(pássaro-2, voava-4)
iobj(lembrava-6, lhe-5)
csubj(fazia-9, lembrava-6)
dobj(lembrava-6, terras-7)
amod(terras-7, desconhecidas-8)
partmod(voava-4, fazia-9)
xcomp(fazia-9, respirar-10)
poss(sonho-13, seu-11)
amod(sonho-13, velho-12)
dobj(respirar-10, sonho-13)
adpmod(sonho-13, de-14)
adpobj(de-14, fuga-15)
p(pássaro-2, .-16)

adpmod(dirigido-6, De-1)
adpobj(De-1, pensamento-2)
adpmod(pensamento-2, a-3)
adpobj(a-3, pensamento-4)
amod(pensamento-4, inconscientemente-5)
root(ROOT-0, dirigido-6)
adpmod(dirigido-6, para-7)
det(fim-10, o-8)
amod(fim-10, mesmo-9)
adpobj(para-7, fim-10)
partmod(fim-10, chegava-11)
adpmod(chegava-11, à-12)
adpobj(à-12, noção-13)
adpmod(noção-13, de-14)
poss(covardia-16, sua-15)
nsubj(revelada-17, covardia-16)
adpcomp(de-14, revelada-17)
neg(só-19, não-18)
advmod(revelada-17, só-19)
adpmod(revelada-17, nesse-20)
amod(desejo-22, constante-21)
adpobj(nesse-20, desejo-22)
adpmod(desejo-22, de-23)
adpcomp(de-23, fugir-24)
adpmod(fugir-24, de-25)
neg(unir-28, não-26)
prt(unir-28, se-27)
adpcomp(de-25, unir-28)
adpmod(unir-28, às-29)
adpobj(às-29, coisas-30)
mark(lutar-33, para-31)
neg(lutar-33, não-32)
advcl(unir-28, lutar-33)
adpmod(lutar-33, por-34)
adpobj(por-34, elas-35)
cc(por-34, como-36)
conj(por-34, na-37)
adpobj(na-37, incapacidade-38)
adpmod(incapacidade-38, de-39)
adpobj(de-39, realizá-lo-40)
mwe(que-42, já-41)
mark(espedaçando-45, que-42)
det(concebia-44, o-43)
nsubj(espedaçando-45, concebia-44)
rcmod(na-37, espedaçando-45)
adpmod(espedaçando-45, sem-46)
adpobj(sem-46, piedade-47)
dobj(espedaçando-45, o-48)
partmod(o-48, humilhante-49)
amod(senso-51, bom-50)
dobj(humilhante-49, senso-51)
nsubj(prendia-54, que-52)
iobj(prendia-54, lhe-53)
rcmod(senso-51, prendia-54)
det(voo-56, o-55)
dobj(prendia-54, voo-56)
p(espedaçando-45, .-57)

det(dueto-2, Esse-1)
nsubj(consigo-3, dueto-2)
csubj(era-5, consigo-3)
advmod(era-5, mesmo-4)
root(ROOT-0, era-5)
det(reflexo-7, o-6)
attr(era-5, reflexo-7)
adpmod(reflexo-7, de-8)
poss(essência-10, sua-9)
adpobj(de-8, essência-10)
amod(essência-10, descobria-11)
cc(era-5, e-12)
adpmod(continuaria-15, por-13)
adpobj(por-13, isso-14)
conj(era-5, continuaria-15)
adpmod(continuaria-15, por-16)
det(vida-20, toda-17)
det(vida-20, a-18)
poss(vida-20, sua-19)
adpobj(por-16, vida-20)
p(era-5, .-21)

adpmod(esboçar-4, Daí-1)
amod(tornava-se-3, fácil-2)
adpobj(Daí-1, tornava-se-3)
root(ROOT-0, esboçar-4)
det(longo-7, o-5)
amod(longo-7, futuro-6)
dobj(esboçar-4, longo-7)
amod(longo-7, arquejante-8)
amod(longo-7, trôpego-9)
adpmod(esboçar-4, até-10)
det(fim-12, o-11)
adpobj(até-10, fim-12)
amod(fim-12, implacável-13)
p(morte-16, --14)
det(morte-16, a-15)
appos(fim-12, morte-16)
p(esboçar-4, .-17)

advmod(isso-2, Só-1)
root(ROOT-0, isso-2)
cc(isso-2, e-3)
conj(isso-2, atingira-4)
appos(atingira-4, aquilo-5)
adpmod(aquilo-5, a-6)
mark(guiava-11, que-7)
poss(tendência-9, sua-8)
nsubj(guiava-11, tendência-9)
dobj(guiava-11, o-10)
adpcomp(a-6, guiava-11)
p(guiava-11, :-12)
det(sofrimento-14, o-13)
dobj(guiava-11, sofrimento-14)
p(isso-2, .-15)

root(ROOT-0, Parecia-1)
amod(Parecia-1, louco-2)
p(Parecia-1, .-3)

adpmod(tinha-5, No-1)
adpcomp(No-1, entanto-2)
advmod(tinha-5, também-3)
nsubj(tinha-5, Daniel-4)
root(ROOT-0, tinha-5)
poss(lógica-7, sua-6)
dobj(tinha-5, lógica-7)
p(tinha-5, .-8)

root(ROOT-0, Sofrer-1)
adpmod(Sofrer-1, para-2)
adpobj(para-2, ele-3)
det(contemplativo-5, o-4)
nsubj(constituía-6, contemplativo-5)
parataxis(Sofrer-1, constituía-6)
det(meio-9, o-7)
amod(meio-9, único-8)
dobj(constituía-6, meio-9)
adpmod(meio-9, de-10)
adpcomp(de-10, viver-11)
advmod(viver-11, intensamente-12)
p(Sofrer-1, .-13)

cc(ardia-6, E-1)
advmod(ardia-6, afinal-2)
advmod(ardia-6, só-3)
adpmod(ardia-6, por-4)
adpobj(por-4, isso-5)
root(ROOT-0, ardia-6)
dobj(ardia-6, Daniel-7)
p(ardia-6, :-8)
adpmod(ardia-6, por-9)
adpcomp(por-9, viver-10)
p(ardia-6, .-11)

advmod(caminhos-3, Apenas-1)
poss(caminhos-3, seus-2)
nsubjpass(estranhos-5, caminhos-3)
auxpass(estranhos-5, eram-4)
root(ROOT-0, estranhos-5)
p(estranhos-5, .-6)

adpmod(entregava-se-4, De-1)
det(modo-3, tal-2)
adpobj(De-1, modo-3)
root(ROOT-0, entregava-se-4)
adpmod(entregava-se-4, ao-5)
adpobj(ao-5, sentimento-6)
partmod(sentimento-6, criado-7)
cc(criado-7, e-8)
adpmod(criado-7, de-9)
det(modo-11, tal-10)
adpobj(de-9, modo-11)
nsubj(tornava-14, este-12)
prt(tornava-14, se-13)
conj(entregava-se-4, tornava-14)
advmod(tornava-14, forte-15)
mark(esquecer-20, que-16)
nsubj(esquecer-20, ele-17)
aux(esquecer-20, chegava-18)
adp(esquecer-20, a-19)
ccomp(tornava-14, esquecer-20)
det(origem-23, a-21)
poss(origem-23, sua-22)
dobj(esquecer-20, origem-23)
partmod(esquecer-20, provocada-24)
cc(provocada-24, e-25)
conj(provocada-24, alimentada-26)
p(entregava-se-4, .-27)

root(ROOT-0, Esquecia-1)
mark(forjara-6, que-2)
nsubj(forjara-6, ele-3)
amod(ele-3, próprio-4)
dobj(forjara-6, o-5)
ccomp(Esquecia-1, forjara-6)
mark(embebia-9, nele-7)
dobj(embebia-9, se-8)
advcl(forjara-6, embebia-9)
cc(embebia-9, e-10)
mark(vivia-12, dele-11)
conj(embebia-9, vivia-12)
advmod(vivia-12, como-13)
adpmod(como-13, de-14)
det(realidade-16, uma-15)
adpobj(de-14, realidade-16)
p(Esquecia-1, .-17)

adpmod(tomava-8, Por-1)
adpobj(Por-1, vezes-2)
adpmod(tomava-8, a-3)
adpobj(a-3, crise-4)
adpmod(crise-4, sem-5)
det(evasão-7, nenhuma-6)
adpobj(sem-5, evasão-7)
root(ROOT-0, tomava-8)
dobj(tomava-8, aspecto-9)
advmod(dolorosamente-11, tão-10)
advmod(denso-12, dolorosamente-11)
partmod(tomava-8, denso-12)
adpmod(denso-12, que-13)
adpobj(que-13, ele-14)
adpmod(ele-14, nela-15)
adpcomp(nela-15, afundado-16)
dobj(afundado-16, esgotando-a-17)
partmod(esgotando-a-17, ansiava-18)
advmod(ansiava-18, enfim-19)
adpmod(ansiava-18, por-20)
dobj(libertar-22, se-21)
adpcomp(por-20, libertar-22)
p(tomava-8, .-23)

root(ROOT-0, Criava-1)
advmod(Criava-1, então-2)
mark(salvar-se-4, para-3)
advcl(Criava-1, salvar-se-4)
det(desejo-6, um-5)
dobj(salvar-se-4, desejo-6)
amod(desejo-6, oposto-7)
nsubj(destruísse-10, que-8)
dobj(destruísse-10, a-9)
rcmod(desejo-6, destruísse-10)
p(Criava-1, .-11)

mark(receava-4, Porque-1)
mark(receava-4, nesses-2)
nsubj(receava-4, momentos-3)
advcl(sentia-se-7, receava-4)
det(loucura-6, a-5)
nsubj(sentia-se-7, loucura-6)
root(ROOT-0, sentia-se-7)
acomp(sentia-se-7, doente-8)
advmod(doente-8, longe-9)
adpmod(longe-9, de-10)
det(humanos-13, todos-11)
det(humanos-13, os-12)
adpobj(de-10, humanos-13)
advmod(humanos-13, longe-14)
adpmod(longe-14, daquele-15)
adpobj(daquele-15, homem-16)
amod(homem-16, ideal-17)
nsubj(seria-19, que-18)
rcmod(homem-16, seria-19)
det(ser-22, um-20)
amod(ser-22, sereno-21)
attr(seria-19, ser-22)
amod(ser-22, animalizado-23)
adpmod(animalizado-23, de-24)
det(inteligência-26, uma-25)
adpobj(de-24, inteligência-26)
amod(inteligência-26, fácil-27)
cc(fácil-27, e-28)
conj(fácil-27, confortável-29)
p(sentia-se-7, .-30)

adpmod(atingiria-6, Desse-1)
adpobj(Desse-1, homem-2)
dobj(atingiria-6, que-3)
nsubj(atingiria-6, ele-4)
advmod(atingiria-6, nunca-5)
nsubjpass(deixar-11, atingiria-6)
adpmod(atingiria-6, a-7)
adpobj(a-7, quem-8)
neg(deixar-11, não-9)
aux(deixar-11, podia-10)
root(ROOT-0, deixar-11)
adpmod(deixar-11, de-12)
adpcomp(de-12, desprezar-13)
adpmod(desprezar-13, com-14)
det(altivez-16, aquela-15)
adpobj(com-14, altivez-16)
partmod(altivez-16, alcançada-17)
mwe(que-19, pelos-18)
mark(sofrem-20, que-19)
advcl(alcançada-17, sofrem-20)
p(deixar-11, .-21)

root(ROOT-0, Desse-1)
adpobj(Desse-1, homem-2)
adpmod(Desse-1, a-3)
nsubj(invejava-5, quem-4)
adpcomp(a-3, invejava-5)
adpmod(invejava-5, no-6)
adpcomp(no-6, entanto-7)
p(Desse-1, .-8)

mark(avolumava-5, Quando-1)
poss(padecimento-3, seu-2)
nsubj(avolumava-5, padecimento-3)
prt(avolumava-5, se-4)
advcl(lançava-7, avolumava-5)
advmod(lançava-7, demais-6)
root(ROOT-0, lançava-7)
det(olhos-9, os-8)
dobj(lançava-7, olhos-9)
adpmod(lançava-7, em-10)
adpobj(em-10, socorro-11)
adpmod(lançava-7, para-12)
det(tipo-14, esse-13)
adpobj(para-12, tipo-14)
adpmod(tipo-14, que-15)
adpmod(que-15, por-16)
adpobj(por-16, contraste-17)
