det(apito-2, O-1)
nsubj(estou-3, chorando-5)
p(estou-3, .-6)

nsubj(pensando-3, Horácio-1)
aux(pensando-3, ficou-2)
root(ROOT-0, pensando-3)
advmod(falou-5, logo-4)
ccomp(pensando-3, falou-5)
det(olhos-7, os-6)
nsubj(estirados-8, olhos-7)
ccomp(falou-5, estirados-8)
adpmod(estirados-8, para-9)
det(lado-11, o-10)
adpobj(para-9, lado-11)
adpmod(lado-11, das-12)
adpobj(das-12, roças-13)
det(coco-16, o-14)
amod(coco-16, pequeno-15)
nsubj(chamava-30, coco-16)
adpmod(coco-16, de-17)
adpobj(de-17, cacau-18)
adpmod(coco-16, na-19)
adpobj(na-19, mão-20)
amod(mão-20, calosa-21)
p(coco-16, :-22)
p(crescer-27, --23)
mark(crescer-27, Quando-24)
det(menino-26, o-25)
nsubj(crescer-27, menino-26)
advcl(chamava-30, crescer-27)
p(crescer-27, --28)
advmod(chamava-30, sempre-29)
xcomp(estirados-8, chamava-30)
det(filho-32, o-31)
dobj(chamava-30, filho-32)
adpmod(filho-32, de-33)
adpobj(de-33, menino-34)
p(há-37, --35)
nsubj(há-37, ele-36)
parataxis(chamava-30, há-37)
adpmod(há-37, de-38)
adpcomp(de-38, encontrar-39)
dobj(encontrar-39, tudo-40)
appos(tudo-40, isso-41)
advmod(cheio-43, aqui-42)
amod(isso-41, cheio-43)
adpmod(isso-41, de-44)
adpobj(de-44, roça-45)
p(pensando-3, .-46)

nsubj(cultivado-2, Tudo-1)
root(ROOT-0, cultivado-2)
p(cultivado-2, .-3)

root(ROOT-0, Ficou-1)
det(tempo-3, mais-2)
nsubj(concluiu-7, tempo-3)
partmod(tempo-3, calado-4)
adpmod(calado-4, por-5)
adpobj(por-5, fim-6)
csubj(Ficou-1, concluiu-7)
p(concluiu-7, :-8)
p(precisar-14, --9)
poss(filho-11, Meu-10)
nsubj(precisar-14, filho-11)
neg(precisar-14, não-12)
aux(precisar-14, vai-13)
parataxis(concluiu-7, precisar-14)
xcomp(precisar-14, viver-15)
dobj(viver-15, socado-16)
adpmod(viver-15, nas-17)
adpobj(nas-17, brenhas-18)
adpmod(viver-15, como-19)
det(gente-21, a-20)
adpobj(como-19, gente-21)
p(Ficou-1, .-22)

aux(meter-2, Vou-1)
root(ROOT-0, meter-2)
dobj(meter-2, ele-3)
adpmod(meter-2, na-4)
adpobj(na-4, política-5)
aux(ser-7, vai-6)
parataxis(meter-2, ser-7)
attr(ser-7, deputado-8)
cc(deputado-8, e-9)
conj(deputado-8, governador-10)
p(meter-2, .-11)

adpmod(é-3, Pra-1)
adpobj(Pra-1, isso-2)
root(ROOT-0, é-3)
mark(faço-5, que-4)
csubj(é-3, faço-5)
dobj(faço-5, dinheiro-6)
p(é-3, .-7)

root(ROOT-0, Sorriu-1)
adpmod(Sorriu-1, para-2)
adpobj(para-2, Ester-3)
partmod(Sorriu-1, desceu-4)
det(mão-6, a-5)
dobj(desceu-4, mão-6)
adpmod(desceu-4, pelo-7)
adpobj(pelo-7, corpo-8)
poss(corpo-8, dela-9)
p(Sorriu-1, .-10)

advmod(avisou-2, Depois-1)
root(ROOT-0, avisou-2)
p(avisou-2, :-3)
p(Enxugue-5, --4)
parataxis(avisou-2, Enxugue-5)
det(olhos-7, esses-6)
nsubj(mande-8, olhos-7)
ccomp(Enxugue-5, mande-8)
xcomp(mande-8, fazer-9)
det(jantar-11, um-10)
dobj(fazer-9, jantar-11)
amod(jantar-11, direito-12)
nsubj(comer-16, que-13)
advmod(comer-16, hoje-14)
aux(comer-16, vem-15)
rcmod(jantar-11, comer-16)
advmod(comer-16, aqui-17)
det(Virgílio-20, o-18)
compmod(Virgílio-20, Dr.-19)
dobj(comer-16, Virgílio-20)
det(advogado-22, esse-21)
dobj(comer-16, advogado-22)
amod(advogado-22, novo-23)
nsubj(tá-25, que-24)
rcmod(advogado-22, tá-25)
adpmod(tá-25, em-26)
adpobj(em-26, Tabocas-27)
cc(tá-25, e-28)
conj(tá-25, é-29)
acomp(é-29, protegido-30)
adpmod(protegido-30, do-31)
compmod(Seabra-33, Dr.-32)
adpobj(do-31, Seabra-33)
p(avisou-2, .-34)

cc(vista-4, E-1)
nsubj(vista-4, você-2)
prt(vista-4, se-3)
root(ROOT-0, vista-4)
dobj(vista-4, direito-5)
advmod(vista-4, também-6)
p(vista-4, .-7)

root(ROOT-0, E-1)
csubj(E-1, preciso-2)
xcomp(preciso-2, mostrar-3)
adp(moço-5, ao-4)
iobj(mostrar-3, moço-5)
mark(é-10, que-6)
det(gente-8, a-7)
nsubj(é-10, gente-8)
neg(é-10, não-9)
ccomp(mostrar-3, é-10)
attr(é-10, bicho-11)
adpmod(bicho-11, do-12)
adpobj(do-12, mato-13)
p(E-1, .-14)
p(E-1, .-15)

nsubj(saiu-12, Riu-1)
poss(risada-3, sua-2)
nsubj(deixou-5, risada-3)
amod(risada-3, curta-4)
ROOT(Riu-1, deixou-5)
adpmod(deixou-5, com-6)
adpobj(com-6, Ester-7)
det(coco-9, o-8)
dobj(deixou-5, coco-9)
adpmod(coco-9, de-10)
adpobj(de-10, cacau-11)
root(ROOT-0, saiu-12)
mark(dar-14, para-13)
advcl(saiu-12, dar-14)
dobj(dar-14, ordens-15)
adp(trabalhadores-17, aos-16)
iobj(dar-14, trabalhadores-17)
p(saiu-12, .-18)

nsubj(pensando-3, Ester-1)
aux(pensando-3, ficou-2)
root(ROOT-0, pensando-3)
adpmod(pensando-3, nesse-4)
adpobj(nesse-4, jantar-5)
adpmod(jantar-5, da-6)
adpobj(da-6, noite-7)
adpmod(jantar-5, com-8)
adpobj(com-8, esse-9)
adpobj(com-8, tal-10)
adpmod(tal-10, de-11)
adpobj(de-11, advogado-12)
amod(advogado-12, igual-13)
advmod(ao-15, naturalmente-14)
adp(Rui-17, ao-15)
compmod(Rui-17, Dr.-16)
iobj(tal-10, Rui-17)
nsubj(embriagava-20, que-18)
dobj(embriagava-20, se-19)
rcmod(Rui-17, embriagava-20)
cc(tal-10, e-21)
conj(tal-10, ficava-22)
adpmod(ficava-22, na-23)
adpobj(na-23, hora-24)
adpmod(hora-24, da-25)
adpobj(da-25, sobremesa-26)
adp(cuspir-28, a-27)
conj(tal-10, cuspir-28)
adpmod(cuspir-28, para-29)
det(lados-32, todos-30)
det(lados-32, os-31)
adpobj(para-29, lados-32)
cc(tal-10, e-33)
dobj(contar-35, a-34)
conj(tal-10, contar-35)
dobj(contar-35, histórias-36)
amod(histórias-36, porcas-37)
p(pensando-3, .-38)

root(ROOT-0, E-1)
adpmod(E-1, de-2)
compmod(Lúcia-4, Paris-3)
adpobj(de-2, Lúcia-4)
partmod(Lúcia-4, escrevia-5)
nsubj(falava-7, cartas-6)
ccomp(escrevia-5, falava-7)
adpmod(falava-7, de-8)
adpobj(de-8, festas-9)
cc(de-8, e-10)
conj(de-8, de-11)
adpobj(de-11, teatros-12)
adpmod(teatros-12, de-13)
adpobj(de-13, vestidos-14)
cc(de-13, e-15)
conj(de-13, de-16)
adpobj(de-16, banquetes-17)
p(E-1, .-18)

det(homens-3, Os-1)
num(homens-3, dois-2)
nsubj(transpuseram-4, homens-3)
root(ROOT-0, transpuseram-4)
det(porta-6, a-5)
dobj(transpuseram-4, porta-6)
det(negro-8, o-7)
nsubj(falou-9, negro-8)
parataxis(transpuseram-4, falou-9)
p(falou-9, :-10)
p(Mandou-12, --11)
parataxis(falou-9, Mandou-12)
ccomp(Mandou-12, chamar-13)
dobj(chamar-13, coronel-14)
p(transpuseram-4, ?-15)

compmod(Badaró-2, Juca-1)
nsubj(dizer-4, Badaró-2)
aux(dizer-4, ia-3)
root(ROOT-0, dizer-4)
mark(entrassem-7, que-5)
nsubj(entrassem-7, eles-6)
ccomp(dizer-4, entrassem-7)
cc(entrassem-7, mas-8)
det(irmão-10, o-9)
nsubj(fez-11, irmão-10)
conj(entrassem-7, fez-11)
det(gesto-13, um-12)
dobj(fez-11, gesto-13)
adpmod(gesto-13, com-14)
det(mão-16, a-15)
adpobj(com-14, mão-16)
dobj(esperassem-19, que-17)
nsubj(esperassem-19, eles-18)
rcmod(mão-16, esperassem-19)
advmod(fora-21, lá-20)
advmod(esperassem-19, fora-21)
p(dizer-4, .-22)

det(homens-2, Os-1)
nsubj(obedeceram-3, homens-2)
root(ROOT-0, obedeceram-3)
cc(obedeceram-3, e-4)
conj(obedeceram-3, sentaram-5)
adpmod(sentaram-5, num-6)
adpmod(num-6, dos-7)
adpobj(dos-7, bancos-8)
adpmod(bancos-8, de-9)
adpobj(de-9, madeira-10)
nsubj(estavam-12, que-11)
rcmod(bancos-8, estavam-12)
adpmod(estavam-12, na-13)
amod(larga-15, varanda-14)
adpobj(na-13, larga-15)
adpmod(larga-15, da-16)
adpobj(da-16, casa-grande-17)
p(obedeceram-3, .-18)

nsubj(andou-2, Juca-1)
root(ROOT-0, andou-2)
adpmod(andou-2, de-3)
det(lado-5, um-4)
adpobj(de-3, lado-5)
adpmod(lado-5, para-6)
adpobj(para-6, outro-7)
adpmod(outro-7, da-8)
adpobj(da-8, sala-9)
partmod(andou-2, pitou-10)
det(cigarro-12, o-11)
dobj(pitou-10, cigarro-12)
p(andou-2, .-13)

root(ROOT-0, Esperava-1)
mark(falasse-5, que-2)
det(irmão-4, o-3)
nsubj(falasse-5, irmão-4)
ccomp(Esperava-1, falasse-5)
p(Esperava-1, .-6)

compmod(Badaró-2, Sinhô-1)
parataxis(descansava-7, Badaró-2)
det(chefe-4, o-3)
nsubj(descansava-7, chefe-4)
adpmod(chefe-4, da-5)
adpobj(da-5, família-6)
root(ROOT-0, descansava-7)
adpmod(descansava-7, numa-8)
amod(cadeira-10, alta-9)
adpobj(numa-8, cadeira-10)
adpmod(cadeira-10, de-11)
adpobj(de-11, braços-12)
appos(braços-12, cadeira-13)
amod(cadeira-13, austríaca-14)
nsubj(contrastava-16, que-15)
rcmod(cadeira-13, contrastava-16)
neg(só-18, não-17)
advmod(contrastava-16, só-18)
adpmod(contrastava-16, com-19)
det(resto-21, o-20)
adpobj(com-19, resto-21)
adpmod(resto-21, do-22)
amod(bancos-24, mobiliário-23)
adpobj(do-22, bancos-24)
adpmod(bancos-24, de-25)
adpobj(de-25, madeira-26)
appos(bancos-24, cadeiras-27)
adpmod(cadeiras-27, de-28)
amod(redes-30, palhinha-29)
adpobj(de-28, redes-30)
adpmod(contrastava-16, nos-31)
adpobj(nos-31, cantos-32)
cc(contrastava-16, como-33)
advmod(com-35, também-34)
adpmod(contrastava-16, com-35)
det(simplicidade-38, a-36)
amod(simplicidade-38, mística-37)
adpobj(com-35, simplicidade-38)
adpmod(simplicidade-38, das-39)
adpobj(das-39, paredes-40)
amod(paredes-40, caiadas-41)
p(descansava-7, .-42)

det(relógio-2, O-1)
nsubj(deu-7, relógio-2)
adpmod(relógio-2, na-3)
adpobj(na-3, sala-4)
adpmod(sala-4, de-5)
adpobj(de-5, jantar-6)
root(ROOT-0, deu-7)
det(horas-10, as-8)
num(horas-10, cinco-9)
dobj(deu-7, horas-10)
adpmod(horas-10, da-11)
adpobj(da-11, tarde-12)
p(deu-7, .-13)

compmod(Badaró-2, Sinhô-1)
nsubj(pensava-3, Badaró-2)
root(ROOT-0, pensava-3)
det(olhos-5, os-4)
nsubj(semicerrados-6, olhos-5)
xcomp(pensava-3, semicerrados-6)
det(barba-9, a-7)
amod(barba-9, longa-8)
nsubj(estendendo-12, barba-9)
amod(barba-9, negra-10)
dobj(estendendo-12, se-11)
ccomp(semicerrados-6, estendendo-12)
adpmod(estendendo-12, sobre-13)
det(peito-15, o-14)
adpobj(sobre-13, peito-15)
p(pensava-3, .-16)

root(ROOT-0, Levantou-1)
det(olhos-3, os-2)
nsubj(espiou-4, olhos-3)
ccomp(Levantou-1, espiou-4)
dobj(espiou-4, Juca-5)
nsubj(andava-7, que-6)
rcmod(Juca-5, andava-7)
advmod(andava-7, nervosamente-8)
adpmod(andava-7, pela-9)
adpobj(pela-9, sala-10)
dobj(rebenque-12, o-11)
ccomp(andava-7, rebenque-12)
adpmod(rebenque-12, numa-13)
adpobj(numa-13, mão-14)
det(cigarro-16, o-15)
nsubj(fumegando-17, cigarro-16)
partmod(rebenque-12, fumegando-17)
adpmod(fumegando-17, na-18)
adpobj(na-18, boca-19)
p(Levantou-1, .-20)

cc(desviou-3, Mas-1)
advmod(desviou-3, logo-2)
root(ROOT-0, desviou-3)
det(olhos-5, os-4)
dobj(desviou-3, olhos-5)
cc(desviou-3, e-6)
conj(desviou-3, fitou-7)
det(quadro-10, o-8)
amod(quadro-10, único-9)
dobj(fitou-7, quadro-10)
adpmod(quadro-10, da-11)
adpobj(da-11, parede-12)
det(reprodução-14, uma-13)
appos(quadro-10, reprodução-14)
amod(reprodução-14, oleográfica-15)
adpmod(reprodução-14, de-16)
det(paisagem-18, uma-17)
adpobj(de-16, paisagem-18)
adpmod(paisagem-18, de-19)
adpobj(de-19, campo-20)
amod(campo-20, europeu-21)
p(desviou-3, .-22)

det(pastavam-2, Ovelhas-1)
root(ROOT-0, pastavam-2)
adpmod(pastavam-2, numa-3)
adpobj(numa-3, suavidade-4)
amod(suavidade-4, azul-5)
p(pastavam-2, .-6)

nsubj(tocavam-2, Pastores-1)
root(ROOT-0, tocavam-2)
det(espécie-4, uma-3)
dobj(tocavam-2, espécie-4)
adpmod(espécie-4, de-5)
adpobj(de-5, flauta-6)
cc(espécie-4, e-7)
det(loira-10, uma-8)
amod(loira-10, camponesa-9)
conj(espécie-4, loira-10)
cc(espécie-4, e-11)
amod(bailava-13, linda-12)
conj(espécie-4, bailava-13)
adpmod(bailava-13, entre-14)
det(ovelhas-16, as-15)
adpobj(entre-14, ovelhas-16)
p(tocavam-2, .-17)

root(ROOT-0, Descia-1)
det(paz-4, uma-2)
amod(paz-4, imensa-3)
dobj(Descia-1, paz-4)
adpmod(paz-4, da-5)
adpobj(da-5, oleogravura-6)
p(Descia-1, .-7)

nsubj(lembrou-4, sinhô-1)
appos(sinhô-1, Badaró-2)
dobj(lembrou-4, se-3)
root(ROOT-0, lembrou-4)
adpmod(lembrou-4, de-5)
adpmod(de-5, como-6)
det(comprara-8, a-7)
adpobj(como-6, comprara-8)
p(lembrou-4, .-9)

root(ROOT-0, Entrara-1)
advmod(Entrara-1, casualmente-2)
adpmod(Entrara-1, numa-3)
adpobj(numa-3, casa-4)
adpmod(casa-4, de-5)
adpobj(de-5, sírios-6)
adpmod(Entrara-1, na-7)
adpobj(na-7, Bahia-8)
mark(avaliar-10, para-9)
advcl(Entrara-1, avaliar-10)
det(relógio-12, um-11)
dobj(avaliar-10, relógio-12)
adpmod(relógio-12, de-13)
adpobj(de-13, ouro-14)
p(Entrara-1, .-15)

root(ROOT-0, Vira-1)
det(quadro-3, o-2)
dobj(Vira-1, quadro-3)
cc(Vira-1, e-4)
prt(lembrara-6, se-5)
conj(Vira-1, lembrara-6)
mark(há-9, que-7)
nsubj(há-9, DonAna-8)
advcl(dizia-11, há-9)
advmod(dizia-11, muito-10)
rcmod(lembrara-6, dizia-11)
mark(necessitavam-17, que-12)
det(paredes-14, as-13)
nsubj(necessitavam-17, paredes-14)
adpmod(paredes-14, da-15)
adpobj(da-15, sala-16)
ccomp(dizia-11, necessitavam-17)
adpmod(necessitavam-17, de-18)
adpobj(de-18, algo-19)
dobj(alegrasse-22, que-20)
dobj(alegrasse-22, as-21)
rcmod(algo-19, alegrasse-22)
p(Vira-1, .-23)

root(ROOT-0, Por-1)
adpobj(Por-1, isso-2)
det(comprara-4, o-3)
adpobj(Por-1, comprara-4)
cc(comprara-4, e-5)
advmod(agora-7, só-6)
advmod(reparava-8, agora-7)
conj(comprara-4, reparava-8)
adpmod(reparava-8, nele-9)
adpcomp(nele-9, atentamente-10)
p(Por-1, .-11)

root(ROOT-0, Era-1)
det(campo-3, um-2)
attr(Era-1, campo-3)
amod(campo-3, tranquilo-4)
adpmod(campo-3, de-5)
adpobj(de-5, ovelhas-6)
adpmod(ovelhas-6, pastores-7)
adpobj(pastores-7, flautas-8)
cc(flautas-8, e-9)
conj(flautas-8, baile-10)
p(Era-1, .-11)

root(ROOT-0, Azul-1)
advmod(cor-3, quase-2)
appos(Azul-1, cor-3)
adpmod(cor-3, do-4)
adpobj(do-4, céu-5)
p(Azul-1, .-6)

nsubj(era-3, Bem-1)
advmod(era-3, diferente-2)
root(ROOT-0, era-3)
det(campo-5, esse-4)
attr(era-3, campo-5)
adpmod(campo-5, deles-6)
det(terra-8, Essa-7)
appos(campo-5, terra-8)
adpmod(terra-8, do-9)
adpobj(do-9, cacau-10)
p(era-3, .-11)

adpmod(haveria-4, Por-1)
adpobj(Por-1, que-2)
neg(haveria-4, não-3)
root(ROOT-0, haveria-4)
adpmod(haveria-4, de-5)
adpcomp(de-5, ser-6)
advmod(ser-6, assim-7)
advmod(ser-6, também-8)
adpmod(ser-6, como-9)
det(campo-11, esse-10)
adpobj(como-9, campo-11)
amod(campo-11, europeu-12)
p(haveria-4, ?-13)

cc(andava-4, Mas-1)
compmod(Badaró-3, Juca-2)
nsubj(andava-4, Badaró-3)
root(ROOT-0, andava-4)
advmod(andava-4, impaciente-5)
adpmod(impaciente-5, de-6)
det(lado-8, um-7)
adpobj(de-6, lado-8)
adpmod(lado-8, para-9)
adpobj(para-9, outro-10)
partmod(andava-4, esperava-11)
det(decisão-13, a-12)
dobj(esperava-11, decisão-13)
adpmod(decisão-13, do-14)
adpobj(do-14, irmão-15)
advmod(velho-17, mais-16)
amod(irmão-15, velho-17)
p(andava-4, .-18)

det(Sinhô-2, A-1)
nsubj(repugnava-4, Sinhô-2)
amod(Sinhô-2, Badaró-3)
root(ROOT-0, repugnava-4)
xcomp(repugnava-4, ver-5)
xcomp(ver-5, correr-6)
dobj(correr-6, sangue-7)
adpmod(sangue-7, de-8)
adpobj(de-8, gente-9)
p(repugnava-4, .-10)

adpmod(tivera-5, No-1)
adpcomp(No-1, entanto-2)
det(vezes-4, muitas-3)
nmod(tivera-5, vezes-4)
root(ROOT-0, tivera-5)
mark(tomar-7, que-6)
ccomp(tivera-5, tomar-7)
det(decisão-9, uma-8)
dobj(tomar-7, decisão-9)
adpmod(tomar-7, como-10)
adpobj(como-10, a-11)
dobj(esperava-14, que-12)
nsubj(esperava-14, Juca-13)
rcmod(a-11, esperava-14)
adpmod(esperava-14, naquela-15)
adpobj(naquela-15, tarde-16)
p(tivera-5, .-17)

neg(era-2, Não-1)
root(ROOT-0, era-2)
det(vez-5, a-3)
amod(vez-5, primeira-4)
attr(era-2, vez-5)
mark(ordenava-7, que-6)
rcmod(vez-5, ordenava-7)
mark(postar-17, que-8)
nsubj(postar-17, um-9)
cc(um-9, ou-10)
conj(um-9, dois-11)
adpmod(um-9, de-12)
poss(homens-14, seus-13)
adpobj(de-12, homens-14)
aux(postar-17, fossem-15)
dobj(postar-17, se-16)
ccomp(ordenava-7, postar-17)
adpmod(postar-17, na-18)
adpobj(na-18, tocaia-19)
mark(esperar-21, para-20)
advcl(postar-17, esperar-21)
dobj(esperar-21, alguém-22)
dep(alguém-22, que-23)
dep(que-23, passaria-24)
adpmod(passaria-24, na-25)
adpobj(na-25, estrada-26)
p(passaria-24, .-27)

root(ROOT-0, Olhou-1)
det(quadro-3, o-2)
dobj(Olhou-1, quadro-3)
p(Olhou-1, .-4)

compmod(mulher-2, Bonita-1)
root(ROOT-0, mulher-2)
p(mulher-2, .-3)

root(ROOT-0, De-1)
adpobj(De-1, faces-2)
amod(faces-2, rosadas-3)
adpobj(De-1, os-4)
adpmod(os-4, olhos-5)
adpobj(olhos-5, celestes-6)
p(De-1, .-7)

advmod(bonita-2, Mais-1)
root(ROOT-0, bonita-2)
advmod(bonita-2, talvez-3)
adpmod(bonita-2, que-4)
adpobj(que-4, DonAna-5)
p(bonita-2, .-6)

cc(eram-4, E-1)
det(pastores-3, os-2)
nsubj(eram-4, pastores-3)
root(ROOT-0, eram-4)
adpmod(eram-4, sem-5)
adpobj(sem-5, dúvida-6)
advmod(diversos-8, bem-7)
amod(dúvida-6, diversos-8)
adpmod(dúvida-6, dos-9)
adpobj(dos-9, tropeiros-10)
adpmod(tropeiros-10, da-11)
adpobj(da-11, fazenda-12)
p(eram-4, .-13)

compmod(Badaró-2, Sinhô-1)
nsubj(gostava-3, Badaró-2)
root(ROOT-0, gostava-3)
adpmod(gostava-3, da-4)
adpobj(da-4, terra-5)
cc(da-4, e-6)
conj(da-4, de-7)
adpcomp(de-7, plantar-8)
det(terra-10, a-9)
dobj(plantar-8, terra-10)
p(gostava-3, .-11)

root(ROOT-0, Gostava-1)
adpmod(Gostava-1, de-2)
adpcomp(de-2, criar-3)
dobj(criar-3, animais-4)
det(bois-7, os-5)
amod(bois-7, grandes-6)
nsubj(mansos-8, bois-7)
partmod(animais-4, mansos-8)
det(cavalos-11, os-9)
amod(cavalos-11, nervosos-10)
dobj(mansos-8, cavalos-11)
det(ovelhas-13, as-12)
dobj(mansos-8, ovelhas-13)
adpmod(ovelhas-13, de-14)
adpobj(de-14, terno-15)
amod(terno-15, balar-16)
p(Gostava-1, .-17)

cc(repugnava-3, Mas-1)
iobj(repugnava-3, lhe-2)
root(ROOT-0, repugnava-3)
aux(ordenar-6, ter-4)
adp(ordenar-6, de-5)
ccomp(repugnava-3, ordenar-6)
det(morte-8, a-7)
dobj(ordenar-6, morte-8)
adpmod(morte-8, de-9)
adpobj(de-9, homens-10)
p(repugnava-3, .-11)

adpmod(demorava-3, Por-1)
adpobj(Por-1, isso-2)
root(ROOT-0, demorava-3)
poss(decisão-5, sua-4)
dobj(demorava-3, decisão-5)
advmod(pronunciava-8, só-6)
det(pronunciava-8, a-7)
appos(decisão-5, pronunciava-8)
cc(pronunciava-8, quando-9)
conj(pronunciava-8, via-10)
nsubj(era-12, que-11)
rcmod(via-10, era-12)
det(caminho-15, o-13)
amod(caminho-15, único-14)
attr(era-12, caminho-15)
p(demorava-3, .-16)

nsubj(era-2, Ele-1)
root(ROOT-0, era-2)
det(chefe-4, o-3)
attr(era-2, chefe-4)
adpmod(chefe-4, da-5)
adpobj(da-5, família-6)
aux(construindo-8, estava-7)
partmod(era-2, construindo-8)
det(fortuna-10, a-9)
dobj(construindo-8, fortuna-10)
adpmod(fortuna-10, dos-11)
adpobj(dos-11, Badarós-12)
aux(passar-15, tinha-13)
adp(passar-15, de-14)
conj(construindo-8, passar-15)
adpmod(passar-15, por-16)
adpobj(por-16, cima-17)
partmod(passar-15, daquilo-18)
mark(chamava-21, que-19)
nsubj(chamava-21, Juca-20)
ccomp(daquilo-18, chamava-21)
det(fraquezas-24, as-22)
poss(fraquezas-24, suas-23)
dobj(chamava-21, fraquezas-24)
p(era-2, .-25)

advmod(reparado-3, Nunca-1)
aux(reparado-3, havia-2)
root(ROOT-0, reparado-3)
advmod(detidamente-5, antes-4)
advmod(reparado-3, detidamente-5)
adpmod(detidamente-5, naquele-6)
adpobj(naquele-6, quadro-7)
p(reparado-3, .-8)

det(azul-3, O-1)
amod(azul-3, colorido-2)
nsubj(era-4, azul-3)
root(ROOT-0, era-4)
det(beleza-6, uma-5)
attr(era-4, beleza-6)
p(era-4, .-7)

root(ROOT-0, Bem-1)
advmod(bonito-3, mais-2)
amod(Bem-1, bonito-3)
adpmod(Bem-1, que-4)
det(folhinha-6, qualquer-5)
adpobj(que-4, folhinha-6)
adpmod(folhinha-6, de-7)
adpobj(de-7, fim-8)
adpmod(fim-8, de-9)
adpobj(de-9, ano-10)
cc(folhinha-6, e-11)
conj(folhinha-6, havia-12)
dobj(havia-12, folhinhas-13)
amod(folhinhas-13, lindas-14)
p(folhinha-6, .-15)
p(folhinha-6, .-16)
p(Bem-1, .-17)

compmod(Badaró-2, Juca-1)
nsubj(parou-3, Badaró-2)
ccomp(disse-13, parou-3)
adpmod(parou-3, em-4)
adpobj(em-4, frente-5)
adpmod(frente-5, ao-6)
adpobj(ao-6, irmão-7)
p(parou-3, :-8)
p(disse-13, --9)
nsubj(disse-13, Eu-10)
advmod(disse-13, já-11)
iobj(disse-13, lhe-12)
root(ROOT-0, disse-13)
nsubj(disse-13, sinhô-14)
nsubj(há-17, que-15)
neg(há-17, não-16)
rcmod(sinhô-14, há-17)
det(jeito-19, outro-18)
dobj(há-17, jeito-19)
p(disse-13, .-20)

det(homem-2, O-1)
nsubj(empacou-3, homem-2)
root(ROOT-0, empacou-3)
dep(jumento-7, que-4)
cc(jumento-7, nem-5)
det(jumento-7, um-6)
adpmod(empacou-3, jumento-7)
p(jumento-7, .-8)

mark(vende-3, Que-1)
neg(vende-3, não-2)
root(ROOT-0, vende-3)
det(roça-5, a-4)
dobj(vende-3, roça-5)
nsubj(há-8, que-6)
neg(há-8, não-7)
rcmod(roça-5, há-8)
dobj(há-8, dinheiro-9)
dobj(precisa-13, que-10)
nsubj(precisa-13, ele-11)
neg(precisa-13, não-12)
rcmod(dinheiro-9, precisa-13)
p(vende-3, .-14)

cc(sabe-4, E-1)
nsubj(sabe-4, você-2)
advmod(sabe-4, bem-3)
root(ROOT-0, sabe-4)
mark(teve-8, que-5)
nsubj(teve-8, Firmo-6)
advmod(teve-8, sempre-7)
ccomp(sabe-4, teve-8)
dobj(teve-8, fama-9)
adpmod(fama-9, de-10)
adpobj(de-10, cabeçudo-11)
p(sabe-4, .-12)

neg(tem-2, Não-1)
root(ROOT-0, tem-2)
dobj(tem-2, jeito-3)
advmod(tem-2, mesmo-4)
p(tem-2, .-5)

compmod(Badaró-2, Sinhô-1)
nsubj(arrancou-3, Badaró-2)
root(ROOT-0, arrancou-3)
adpmod(arrancou-3, com-4)
adpobj(com-4, tristeza-5)
det(olhos-7, os-6)
dobj(arrancou-3, olhos-7)
adpmod(olhos-7, da-8)
adpobj(da-8, oleografia-9)
p(arrancou-3, :-10)
p(É-12, --11)
parataxis(arrancou-3, É-12)
attr(É-12, pena-13)
nsubj(é-15, que-14)
rcmod(pena-13, é-15)
det(homem-17, um-16)
attr(é-15, homem-17)
nsubj(fez-20, que-18)
advmod(fez-20, nunca-19)
rcmod(homem-17, fez-20)
advmod(fez-20, mal-21)
adpmod(fez-20, à-22)
adpobj(à-22, gente-23)
p(arrancou-3, .-24)

mark(fosse-3, Se-1)
neg(fosse-3, não-2)
root(ROOT-0, fosse-3)
mark(é-6, porque-4)
nsubj(é-6, esse-5)
advcl(fosse-3, é-6)
det(jeito-9, o-7)
amod(jeito-9, único-8)
attr(é-6, jeito-9)
adpmod(jeito-9, de-10)
adpcomp(de-10, estender-11)
det(fazenda-13, a-12)
dobj(estender-11, fazenda-13)
adpmod(fazenda-13, prós-14)
adpobj(prós-14, lados-15)
adpmod(lados-15, de-16)
adpobj(de-16, Sequeiro-17)
amod(Sequeiro-17, Grande-18)
p(fosse-3, .-19)

nsubj(cair-3, Senão-1)
aux(cair-3, vai-2)
root(ROOT-0, cair-3)
adpmod(cair-3, nas-4)
adpobj(nas-4, mãos-5)
adpmod(mãos-5, de-6)
adpobj(de-6, Horácio-7)
p(cair-3, .-8)

poss(voz-2, Sua-1)
nsubj(alterou-4, voz-2)
prt(alterou-4, se-3)
root(ROOT-0, alterou-4)
advmod(alterou-4, ligeiramente-5)
mark(pronunciou-7, quando-6)
advcl(alterou-4, pronunciou-7)
det(nome-9, o-8)
dobj(pronunciou-7, nome-9)
amod(nome-9, odiado-10)
p(alterou-4, .-11)

nsubj(aproveitou-2, Juca-1)
root(ROOT-0, aproveitou-2)
p(aproveitou-2, :-3)
p(aproveitou-2, --4)
mark(manda-9, Se-5)
det(gente-7, a-6)
nsubj(manda-9, gente-7)
neg(manda-9, não-8)
ccomp(aproveitou-2, manda-9)
